Compound,Source (ICSD ID or reference),A,A Oxidation State,B, B Oxidation State,B',B' Oxidation State,X,X Oxidation State,A Radius,B Radius,B' Radius,X Radius
Olivine,813,Na,1,Co,2,Co,2,Cl,-1,1.39,0.65,0.65,1.81
A2BX4 – other,66201,Na,1,Cr,2,Cr,2,Cl,-1,1.39,0.73,0.73,1.81
A2BB’X6 – other,88789,Na,1,Ge,4,Te,6,O,-2,1.39,0.53,0.56,1.4
A2BB’X6 – other,280157,Na,1,Nb,5,As,5,O,-2,1.39,0.64,0.46,1.4
A2BB’X6 – other,412998,Na,1,Se,4,Mo,6,O,-2,1.39,0.5,0.59,1.4
A2B3X8,401026,Na,1,Ti,2,Ti,2,Cl,-1,1.39,0.86,0.86,1.81
A2BB’X6 – other,24975,Na,1,U,6,Si,4,O,-2,1.39,0.73,0.4,1.4
Olivine,73224,Na,1,Zn,2,Zn,2,Br,-1,1.39,0.74,0.74,1.96
Olivine,814,Na,1,Zn,2,Zn,2,Cl,-1,1.39,0.74,0.74,1.81
ABB’2X7,75142,Al,3,Na,1,As,5,O,-2,0.535,1.02,0.46,1.4
ABB’2X7,400462,Al,3,Na,1,P,5,O,-2,0.535,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,As,5,As,5,O,-2,1.39,0.46,0.46,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ba,2,Ba,2,Br,-1,1.39,1.35,1.35,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ba,2,Ba,2,Cl,-1,1.39,1.35,1.35,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ba,2,Ba,2,F,-1,1.39,1.35,1.35,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Be,2,Be,2,Cl,-1,1.39,0.45,0.45,1.81
Ilmenite,27553,Na,1,Bi,5,Bi,5,O,-2,1.39,0.76,0.76,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,Br,-1,1.39,1,1,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,Cl,-1,1.39,1,1,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,F,-1,1.39,1,1,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,I,-1,1.39,1,1,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,Br,-1,1.39,0.95,0.95,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,Cl,-1,1.39,0.95,0.95,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,F,-1,1.39,0.95,0.95,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,I,-1,1.39,0.95,0.95,2.2
ABB’2X7,154075,Ce,3,Na,1,P,5,O,-2,1.34,1.02,0.38,1.4
ABB’2X7,31291,Cr,3,Na,1,P,5,O,-2,0.615,1.02,0.38,1.4
ABB’2X7,151525,Eu,3,Na,1,P,5,O,-2,0.947,1.02,0.38,1.4
ABB’3X6,23182,Na,1,Fe,3,K,1,Cl,-1,1.39,0.55,1.38,1.81
ABB’2X7,38367,Fe,3,Na,1,P,5,O,-2,0.645,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Hg,2,Hg,2,I,-1,1.39,1.02,1.02,2.2
ABB’2X7,419049,Ho,3,Na,1,P,5,O,-2,0.901,1.02,0.38,1.4
ABB’2X7,59304,In,3,Na,1,As,5,O,-2,0.8,1.02,0.46,1.4
ABB’2X7,240259,In,3,Na,1,P,5,O,-2,0.8,1.02,0.38,1.4
Pyroxene,261371,Na,1,Ir,5,Ir,5,O,-2,1.39,0.57,0.57,1.4
ABB’2X7,151526,La,3,Na,1,P,5,O,-2,1.36,1.02,0.38,1.4
ABB’2X7,160189,Lu,3,Na,1,P,5,O,-2,0.861,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Mg,2,Mg,2,Br,-1,1.39,0.72,0.72,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Mg,2,Mg,2,I,-1,1.39,0.72,0.72,2.2
Ilmenite,2552,Na,1,Mn,2,Mn,2,Cl,-1,1.39,0.67,0.67,1.81
ABB’2X7,202644,Mo,3,Na,1,P,5,O,-2,0.69,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ni,2,Ni,2,Cl,-1,1.39,0.69,0.69,1.81
Calcite,14185,Na,1,N,5,N,5,O,-2,1.39,0.13,0.13,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Pb,2,Pb,2,Cl,-1,1.39,1.19,1.19,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Pb,2,Pb,2,F,-1,1.39,1.19,1.19,1.33
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Na,1,P,5,P,5,O,-2,1.39,0.38,0.38,1.4
ABB’2X7,161501,Sc,3,Na,1,As,5,O,-2,0.745,1.02,0.46,1.4
ABB’2X7,260594,Sc,3,Na,1,P,5,O,-2,0.745,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Sr,2,Sr,2,Br,-1,1.39,1.18,1.18,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Sr,2,Sr,2,Cl,-1,1.39,1.18,1.18,1.81
ABB’2X7,202751,Ti,3,Na,1,P,5,O,-2,0.67,1.02,0.38,1.4
ABB’2X7,65696,V,3,Na,1,P,5,O,-2,0.64,1.02,0.38,1.4
ABB’2X7,409801,Yb,3,Na,1,P,5,O,-2,0.868,1.02,0.38,1.4
ABB’2X7,83657,Y,3,Na,1,P,5,O,-2,0.9,1.02,0.38,1.4
A2B2B’X7,73520,Nd,3,Be,2,Si,4,Si,-2,1.27,0.45,0.4,
A2BB’X6 – other,160451,Nd,3,K,1,Nb,5,O,-2,1.27,1.38,0.64,1.4
Aragonite,412407,Nd,3,B,3,B,3,O,-2,1.27,0.27,0.27,1.4
Spinel,69508,Ni,2,Ge,4,Ge,4,O,-2,0.49,0.53,0.53,1.4
A2BB’X6 – other,237874,Ni,3,In,3,Sb,3,O,-2,0.6,0.8,0.76,1.4
A2BB’X6 – other,32583,Ni,2,Nb,5,B,3,O,-2,0.49,0.64,0.27,1.4
A2BB’X6 – other,237878,Ni,3,Sc,3,Sb,3,O,-2,0.6,0.745,0.76,1.4
Spinel,2136,Ni,2,Si,4,Si,4,O,-2,0.49,0.4,0.4,1.4
A2B3X8,50703,Ni,2,Te,4,Te,4,O,-2,0.49,0.97,0.97,1.4
ABB’X5,92916,Ni,2,Bi,3,As,5,O,-2,0.49,1.03,0.46,1.4
Calcite,61064,Ni,2,C,4,C,4,O,-2,0.49,0.16,0.16,1.4
ABB’X5,93581,Ni,2,Fe,3,P,5,O,-2,0.49,0.55,0.38,1.4
Ilmenite,31853,Ni,2,Mn,4,Mn,4,O,-2,0.49,0.53,0.53,1.4
Ilmenite,15988,Ni,2,Ti,4,Ti,4,O,-2,0.49,0.605,0.605,1.4
A2BB’X6 – other,151928,Pb,2,Bi,3,V,5,O,-2,1.49,1.03,0.54,1.4
A2BB’X6 – other,280778,Pb,2,Hg,2,Cr,6,O,-2,1.49,1.02,0.44,1.4
A2B3X8,200372,Pb,2,Te,4,Te,4,O,-2,1.49,0.97,0.97,1.4
ABB’X5,404327,Pb,2,B,3,As,5,O,-2,1.49,0.27,0.46,1.4
ABB’X5,419124,Pb,2,Bi,3,As,5,O,-2,1.49,1.03,0.46,1.4
ABB’X5,419125,Pb,2,Bi,3,P,5,O,-2,1.49,1.03,0.38,1.4
ABB’X5,93598,Pb,2,B,3,P,5,O,-2,1.49,0.27,0.38,1.4
Aragonite,6178,Pb,2,C,4,C,4,O,-2,1.49,0.16,0.16,1.4
AB2X5,79688,Pb,2,Se,4,Se,4,O,-2,1.49,0.5,0.5,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Pb,2,Si,4,Si,4,O,-2,1.49,0.4,0.4,1.4
ABB’X3X7,405329,Pb,2,Te,6,Cu,2,O,-2,1.49,0.56,0.73,1.4
AB2X5,648493,Pb,2,U,4,U,4,S,-2,1.49,0.89,0.89,1.84
AB2X5,66862,Pb,2,U,4,U,4,Se,-2,1.49,0.89,0.89,1.98
AB2X5,417900,Pd,2,Se,4,Se,4,O,-2,0.64,0.5,0.5,1.4
Aragonite,421745,Pr,3,B,3,B,3,O,-2,0.99,0.27,0.27,1.4
ABB’2X7,72508,Al,3,Rb,1,As,5,O,-2,0.535,1.52,0.46,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Ba,2,Ba,2,Br,-1,1.72,1.35,1.35,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Be,2,Be,2,Cl,-1,1.72,0.45,0.45,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Be,2,Be,2,F,-1,1.72,0.45,0.45,1.33
BaNiO3 – type,24305,Rb,1,Co,2,Co,2,Cl,-1,1.72,0.65,0.65,1.81
ABB’2X7,710074,Cr,3,Rb,1,P,5,O,-2,0.615,1.52,0.38,1.4
ABB’2X7,245134,Cr,3,Rb,1,V,5,O,-2,0.615,1.52,0.54,1.4
BaNiO3 – type,84212,Rb,1,Cu,2,Cu,2,Cl,-1,1.72,0.73,0.73,1.81
ABB’X5,64662,Rb,1,Cu,2,Pd,2,F,-1,1.72,0.73,0.86,1.33
ABB’2X7,421379,Er,3,Rb,1,P,5,O,-2,0.89,1.52,0.38,1.4
AB2X5,41098,Rb,1,Eu,2,Eu,2,I,-1,1.72,1.17,1.17,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Eu,2,Eu,2,Cl,-1,1.72,1.17,1.17,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Fe,2,Fe,2,Cl,-1,1.72,0.61,0.61,1.81
ABB’2X7,72722,Fe,3,Rb,1,P,5,O,-2,0.645,1.52,0.38,1.4
ABB’2X7,415930,In,3,Rb,1,As,5,O,-2,0.8,1.52,0.46,1.4
ABB’2X7,240261,In,3,Rb,1,P,5,O,-2,0.8,1.52,0.38,1.4
ABB’2X7,75456,La,3,Rb,1,Nb,5,O,-2,1.36,1.52,0.64,1.4
ABB’2X7,81870,La,3,Rb,1,Ta,5,O,-2,1.36,1.52,0.64,1.4
ABB’2X7,160192,Lu,3,Rb,1,P,5,O,-2,0.861,1.52,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Mg,2,Mg,2,Cl,-1,1.72,0.72,0.72,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Mg,2,Mg,2,I,-1,1.72,0.72,0.72,2.2
BaNiO3 – type,14077,Rb,1,Mn,2,Mn,2,Br,-1,1.72,0.67,0.67,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Mn,2,Mn,2,I,-1,1.72,0.67,0.67,2.2
ABB’2X7,247130,Mn,3,Rb,1,P,5,O,-2,0.58,1.52,0.38,1.4
ABB’2X7,65673,Mo,3,Rb,1,P,5,O,-2,0.69,1.52,0.38,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Rb,1,Nb,5,Nb,5,O,-2,1.72,0.64,0.64,1.4
BaNiO3 – type,15011,Rb,1,Ni,2,Ni,2,Br,-1,1.72,0.69,0.69,1.96
BaNiO3 – type,15010,Rb,1,Ni,2,Ni,2,Cl,-1,1.72,0.69,0.69,1.81
AB2X5,26663,Rb,1,Pb,2,Pb,2,Br,-1,1.72,1.19,1.19,1.96
ABB’2X7,238794,Pr,3,Rb,1,Nb,5,O,-2,0.99,1.52,0.64,1.4
ABB’2X7,94909,Pu,3,Rb,1,P,5,S,-2,1,1.52,0.38,1.84
ABB’2X7,59821,Sc,3,Rb,1,As,5,O,-2,0.745,1.52,0.46,1.4
A2BB’X6 – other,413000,Rb,1,Se,4,Mo,6,O,-2,1.72,0.5,0.59,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Sr,2,Sr,2,Cl,-1,1.72,1.18,1.18,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Sr,2,Sr,2,F,-1,1.72,1.18,1.18,1.33
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Rb,1,TA,5,TA,5,O,-2,1.72,,,1.4
BaNiO3 – type,154257,Rb,1,Ti,2,Ti,2,Br,-1,1.72,0.86,0.86,1.96
BaNiO3 – type,49747,Rb,1,Ti,2,Ti,2,Cl,-1,1.72,0.86,0.86,1.81
ABB’2X7,69848,Ti,3,Rb,1,P,5,O,-2,0.67,1.52,0.38,1.4
AB3X8,50009,Rb,1,V,5,V,5,O,-2,1.72,0.54,0.54,1.4
BaNiO3 – type,201831,Rb,1,V,2,V,2,Br,-1,1.72,0.79,0.79,1.96
BaNiO3 – type,201828,Rb,1,V,2,V,2,Cl,-1,1.72,0.79,0.79,1.81
ABB’2X7,73782,V,3,Rb,1,P,5,O,-2,0.64,1.52,0.38,1.4
ABB’2X7,72468,Y,3,Rb,1,P,5,O,-2,0.9,1.52,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Zn,2,Zn,2,Cl,-1,1.72,0.74,0.74,1.81
Calcite,65010,Sc,3,B,3,B,3,O,-2,0.745,0.27,0.27,1.4
ABB’2X7,83362,Sr,2,Si,4,Ti,4,O,-2,1.44,0.4,0.605,1.4
A2B2B’X7,39119,Sm,3,Be,2,Ge,4,Ge,-2,1.24,0.45,0.53,
A2B2B’X7,98364,Sm,3,Ca,2,Mn,4,Mn,-2,1.24,1,0.53,
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Sm,3,B,3,B,3,O,-2,1.24,0.27,0.27,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Sm,2,Si,4,Si,4,O,-2,1.32,0.4,0.4,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Sm,3,Y,3,Y,3,O,-2,1.24,0.9,0.9,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ce,3,Ru,5,O,-2,1.44,1.01,0.565,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,4,Mn,4,O,-2,1.44,0.55,0.53,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,La,3,Ru,5,O,-2,1.44,1.032,0.565,1.4
A2BB’X6 – other,246730,Sr,2,Li,1,Re,7,Se,-2,1.44,0.76,0.53,1.98
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Nd,3,Ru,5,O,-2,1.44,0.983,0.565,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Pr,3,Ru,5,O,-2,1.44,0.99,0.565,1.4
ABB’X5,87894,Sr,2,B,3,P,5,O,-2,1.44,0.27,0.38,1.4
Aragonite,15195,Sr,2,C,4,C,4,O,-2,1.44,0.16,0.16,1.4
AB2X5,60993,Sr,2,Se,4,Se,4,O,-2,1.44,0.5,0.5,1.4
AB2X5,85772,Sr,2,Th,4,Th,4,Se,-2,1.44,0.94,0.94,1.98
ABB’X5,158144,Sr,2,Ti,4,Ge,4,O,-2,1.44,0.605,0.53,1.4
BaNiO3 – type,651070,Sr,2,Ti,4,Ti,4,S,-2,1.44,0.605,0.605,1.84
AB2X5,251553,Sr,2,U,4,U,4,S,-2,1.44,0.89,0.89,1.84
ABB’2X7,30451,Sr,2,V,4,Si,4,O,-2,1.44,0.58,0.4,1.4
ABB’2X7,75272,Sr,2,Zr,4,Si,4,O,-2,1.44,0.72,0.4,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Tb,3,Cu,2,Ti,4,O,-2,0.923,0.73,0.605,1.4
Calcite,402039,Ti,3,B,3,B,3,O,-2,0.67,0.27,0.27,1.4
A2BB’X6 – other,72593,Tl,1,P,5,Nb,5,O,-2,1.7,0.38,0.64,1.4
A3BX5,10138,Tl,1,Fe,2,Fe,2,Cl,-1,1.7,0.61,0.61,1.81
AB2X5,2763,Tl,1,Be,2,Be,2,F,-1,1.7,0.45,0.45,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Tl,1,Be,2,Be,2,Cl,-1,1.7,0.45,0.45,1.81
ABB’2X7,249460,Bi,3,Tl,1,P,5,S,-2,1.03,1.5,0.38,1.84
ABB’2X7,195309,Ce,3,Tl,1,P,5,S,-2,1.34,1.5,0.38,1.84
BaNiO3 – type,155189,Tl,1,Co,2,Co,2,Cl,-1,1.7,0.65,0.65,1.81
ABB’2X7,401129,Cr,3,Tl,1,P,5,O,-2,0.615,1.5,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Tl,1,Eu,2,Eu,2,Cl,-1,1.7,1.17,1.17,1.81
ABB’2X7,415929,In,3,Tl,1,As,5,O,-2,0.8,1.5,0.46,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Tl,1,Mg,2,Mg,2,Cl,-1,1.7,0.72,0.72,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Tl,1,Pb,2,Pb,2,Cl,-1,1.7,1.19,1.19,1.81
ABB’2X7,195311,Pr,3,Tl,1,P,5,S,-2,0.99,1.5,0.38,1.84
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Tl,1,Sb,5,Sb,5,O,-2,1.7,0.6,0.6,1.4
ABB’2X7,195312,Sc,3,Tl,1,P,5,S,-2,0.745,1.5,0.38,1.84
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Tl,1,Sr,2,Sr,2,Cl,-1,1.7,1.18,1.18,1.81
ABB’X5,67427,Ti,2,Tl,3,P,5,O,-2,0.86,0.885,0.38,1.4
AB3X8,20688,Tl,1,V,5,V,5,O,-2,1.7,0.54,0.54,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Tl,1,Zn,2,Zn,2,Cl,-1,1.7,0.74,0.74,1.81
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Tm,3,Cu,2,Ti,4,O,-2,0.88,0.73,0.605,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Tm,3,B,3,B,3,O,-2,0.88,0.27,0.27,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",V,3,Al,3,Al,3,O,-2,0.64,0.535,0.535,1.4
Calcite,45060,V,3,B,3,B,3,O,-2,0.64,0.27,0.27,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",V,3,Cr,3,Cr,3,O,-2,0.64,0.615,0.615,1.4
A2B2B’X7,39122,Y,3,Be,2,Ge,4,Ge,-2,0.9,0.45,0.53,
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Y,3,Cu,2,Ti,4,O,-2,0.9,0.73,0.605,1.4
A2B2B’X7,23233,Y,3,Si,4,Be,2,Be,-2,0.9,0.4,0.45,
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Yb,3,Cu,2,Ti,4,O,-2,0.868,0.73,0.605,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Yb,3,Mn,2,Ti,4,O,-2,0.868,0.67,0.605,1.4
A2BB’X6 – other,245723,Yb,3,Pr,3,Dy,3,S,-2,0.868,0.99,0.912,1.84
A2BB’X6 – other,245722,Yb,3,Pr,3,Tb,3,S,-2,0.868,0.99,0.923,1.84
Calcite,411805,Yb,3,B,3,B,3,O,-2,0.868,0.27,0.27,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Y,3,B,3,B,3,O,-2,0.9,0.27,0.27,1.4
A2BB’X6 – other,91234,Zn,2,Bi,3,P,5,O,-2,0.74,1.03,0.38,1.4
A2BB’X6 – other,193538,Zn,2,Bi,3,V,5,O,-2,0.74,1.03,0.54,1.4
A2B3X8,14321,Zn,2,Mo,4,Mo,4,O,-2,0.74,0.65,0.65,1.4
Spinel,30076,Zn,2,Pd,4,Pd,4,O,-2,0.74,0.615,0.615,1.4
A2B3X8,16784,Zn,2,Te,4,Te,4,O,-2,0.74,0.97,0.97,1.4
Calcite,100679,Zn,2,C,4,C,4,O,-2,0.74,0.16,0.16,1.4
Ilmenite,33722,Zn,2,Ge,4,Ge,4,O,-2,0.74,0.53,0.53,1.4
AB3X7,192706,Zn,2,Mn,4,Mn,4,O,-2,0.74,0.53,0.53,1.4
AB2X5,2355,Zn,2,Se,4,Se,4,O,-2,0.74,0.5,0.5,1.4
Ilmenite,167186,Zn,2,Si,4,Si,4,O,-2,0.74,0.4,0.4,1.4
ABB’2X7,249713,Zn,2,V,4,Se,4,O,-2,0.74,0.58,0.5,1.4
